,Estimator,Permuted,ev,fold,imputation_strategy,mae,model_testing,mse,r2_score,target,variable
4,RandomForest,no,0.5743211944730185,2,median,3.5156706590734164,validation,19.468583554720027,0.5742785051559347,Age,Life style (LS)
5,RandomForest,no,0.6071660950330876,2,median,3.5149899526073662,generalization,19.424167341621303,0.6071641347113705,Age,Life style (LS)
6,RandomForest,no,0.6035789841984314,3,median,3.686092971643584,validation,20.549447764693586,0.6034544841191436,Age,Life style (LS)
7,RandomForest,no,0.6025722599012998,3,median,3.5372577568883696,generalization,19.652011136246376,0.602556204155686,Age,Life style (LS)
8,RandomForest,no,0.5934170903010145,4,median,3.5778808852766915,validation,19.81350687599623,0.5908618347792911,Age,Life style (LS)
9,RandomForest,no,0.6052721487656229,4,median,3.5218564753171275,generalization,19.518056175820124,0.6052653196540885,Age,Life style (LS)
10,RandomForest,no,0.6250314533843977,5,median,3.4283995680595933,validation,18.631328248289503,0.6229875508174523,Age,Life style (LS)
11,RandomForest,no,0.6052985356621065,5,median,3.5268287935735163,generalization,19.51663583537028,0.6052940447293933,Age,Life style (LS)
12,RandomForest,no,0.6320069873907228,6,median,3.5174110608154416,validation,18.57785979614236,0.6289716546238547,Age,Life style (LS)
13,RandomForest,no,0.6053865878850596,6,median,3.526540081742896,generalization,19.51352304333781,0.605356998076635,Age,Life style (LS)
14,RandomForest,no,0.5825900614135404,7,median,3.645466109000653,validation,20.447118456021517,0.5786804504277479,Age,Life style (LS)
