Estimator,Permuted,Type,fold,group,model_testing,roc,target
RandomForest,no,Imaging,52,low vs high,validation,0.845401296111665,Age
RandomForest,no,Imaging,52,low vs high,generalization,0.8719384931787384,Age
RandomForest,no,Imaging,53,low vs high,validation,0.8568857444299632,Age
RandomForest,no,Imaging,53,low vs high,generalization,0.8704602989939129,Age
RandomForest,no,Imaging,54,low vs high,validation,0.857950661778413,Age
RandomForest,no,Imaging,54,low vs high,generalization,0.8708290305573347,Age
RandomForest,no,Imaging,55,low vs high,validation,0.8617100602746536,Age
RandomForest,no,Imaging,55,low vs high,generalization,0.873046321834573,Age
RandomForest,no,Imaging,56,low vs high,validation,0.8895161290322581,Age
RandomForest,no,Imaging,56,low vs high,generalization,0.8682500882341407,Age
RandomForest,no,Imaging,57,low vs high,validation,0.8345010947763528,Age
RandomForest,no,Imaging,57,low vs high,generalization,0.8656673333246189,Age
RandomForest,no,Imaging,58,low vs high,validation,0.8556346826586706,Age
RandomForest,no,Imaging,58,low vs high,generalization,0.8700921120856808,Age
RandomForest,no,Imaging,59,low vs high,validation,0.8374378109452737,Age
RandomForest,no,Imaging,59,low vs high,generalization,0.8697217465566899,Age
RandomForest,no,Imaging,60,low vs high,validation,0.8606965174129354,Age
RandomForest,no,Imaging,60,low vs high,generalization,0.860126556079877,Age
RandomForest,no,Imaging,61,low vs high,validation,0.8747516145057129,Age
RandomForest,no,Imaging,61,low vs high,generalization,0.8612365633564704,Age
RandomForest,no,Imaging,62,low vs high,validation,0.8630952380952381,Age
RandomForest,no,Imaging,62,low vs high,generalization,0.8675137144176764,Age
RandomForest,no,Imaging,63,low vs high,validation,0.8932765798794506,Age
RandomForest,no,Imaging,63,low vs high,generalization,0.868614462556045,Age
RandomForest,no,Imaging,64,low vs high,validation,0.8635908664372851,Age
RandomForest,no,Imaging,64,low vs high,generalization,0.8715746635120238,Age
RandomForest,no,Imaging,65,low vs high,validation,0.8244604316546763,Age
RandomForest,no,Imaging,65,low vs high,generalization,0.8571750696069332,Age
RandomForest,no,Imaging,66,low vs high,validation,0.8738682092555333,Age
RandomForest,no,Imaging,66,low vs high,generalization,0.8630796765183897,Age
